Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre2,Ciudad Origen,Pais Origen,Destino,Nombre3,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tráfico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
DAL,DELTA,3/1/2025,2025,3,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,86,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DFW,DALLAS FORT WORTH INTERNATIONAL AIRPORT,DALLAS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,33,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DFW,DALLAS FORT WORTH INTERNATIONAL AIRPORT,DALLAS,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,70,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DSM,DEIS MOINES,DEIS MONEIS,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DSM,DEIS MOINES,DEIS MONEIS,EUROPA,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,83,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,71,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,DUB,DUBLIN,DUBLIN,IRLANDA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ECP,NW FLORIDA BEACHES INT,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ELP,EL PASO INTERNATIONAL AIRPORT,TEXAS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,6,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,72,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,57,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,EYW,KEY WEST INTL,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,6,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,13,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,43,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,FSD,JOE FOOS,STOK FALLS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,FWA,FORT WAYNE,FORT WAYNE,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GRK,ROBERT GRAY ARMY AIRFIELD,TEXAS,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GRR,KENT COUNTRY,MICHIGAN,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GRR,KENT COUNTRY,MICHIGAN,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,50,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GRU,GUARULHOS,SAO PAULO,BRASIL,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,40,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GSO,PIEDMONT TRIAD INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,71,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GSO,PIEDMONT TRIAD INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,32,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GSP,SPARTANBUR,GREENVILLE,CAROLINA DEL SUR,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,41,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,GSP,SPARTANBUR,GREENVILLE,CAROLINA DEL SUR,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,HAV,JOSE MARTI INTL,HABANA,CUBA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,HNL,"OAHU, HI",HONOLULU,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,HOU,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,45,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,HPN,WHITE PLAINS,NEW YORK,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,HSV,HUNTSVILLE INTL CARL T JONES FLD,ALABAMA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,6,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,92,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,30,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,IAH,HOUSTON BUSH INTERCONTINENTAL AIRPORT,HOUSTON,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,29,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,IND,INDIANAPOLIS INTERNATIONAL,INDIANA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,77,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JAN,JACKSON,JACKSON,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,42,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JAN,JACKSON,JACKSON,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,58,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,49,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,493,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,37,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,47,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,50,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,99,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,45,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LEX,BLUE GRASS - LEXINGTON,KENTUCKY,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,24,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LGB,LONG BEACH,CALIFORNIA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LHR,HEATHROW,LONDRES,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,16,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,LHR,HEATHROW,LONDRES,INGLATERRA,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,20,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MCI,SIN ACTUALIZAR,KANSAS CITY,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,72,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,30,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,68,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MDW,CHICAGO,CHICAGO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,53,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MDW,CHICAGO,CHICAGO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,47,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MEM,MEMPHIS INTERNATIONATIONAL,MEMPHIS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,18,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,22,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,41,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MKE,GENERAL MITCHELL INTL,WISCONSIN,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,26,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MLI,QUAD CITY,ILLINOIS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,9,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSN,DANE COUNTY REGIONAL AIRPORT,WISCONSIN,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,31,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSN,DANE COUNTY REGIONAL AIRPORT,WISCONSIN,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSO,MISSOULA MONTANA AIRPORT,MONTANA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,10,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSP,MINNEAPOLIS ST PAUL INTL,MINNEAPOLIS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,67,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSP,MINNEAPOLIS ST PAUL INTL,MINNEAPOLIS,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,44,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,83,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,MYR,METROPOLITAN,MYRTLE BEACH,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,10,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,NRT,NARITA,TOKIO,JAPON,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,OKC,WILL ROGERS WORLDS,OKLAHOMA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,20,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,OKC,WILL ROGERS WORLDS,OKLAHOMA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,40,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,OMA,EPPLEY AFLD,NEBRASKA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,38,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ONT,ONTARIO INTERNATIONAL,CALIFORNIA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,7,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ONT,ONTARIO INTERNATIONAL,CALIFORNIA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,7,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,95,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,37,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ORF,NORFOLKVA BEACH,NORFOLKVA BEACH,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,48,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PDX,PORTLAND INTL,OREGON,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,92,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,86,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,91,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,43,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PIT,INTER PITTSBURGH,PITTSBURGH,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,55,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PNS,PENSACALA REGIONAL,PENSACOLA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,31,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PVD,THEODORE FRANCIS,PROVIDENCE,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,15,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PVG,PU DONG,SHANGHAI,CHINA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,PWM,INTER IETPORT,PORTLAND,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,27,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,79,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,45,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,43,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,ROC,MONREO CONUTRY,ROCHETER,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,48,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,RSW,SOUTHWEST,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,27,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,64,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SAT,"SAN ANTONIO / INTL, TX.",SAN ANTONIO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,33,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SAV,HILTON HEAD INTERNATIONAL,GEORGIA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,40,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SBN,SOUTH BEND INTERNATIONAL AIRPORT,INDIANA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,42,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SDF,LOUIS VILLE / STANDIFORD,KENTUCKY,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,27,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,32,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,48,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUÑEZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,40,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SGF,SPRINGFIELD BRANSON NATL,SPRINGFIELD,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,18,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SJC,AEROPUERTO INTERNACIONAL DE SAN JOSÉ,CALIFORNIA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SMF,SACRAMENTO,SACRAMENTO,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,30,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SRQ,SARASOTA BRADENTON,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,11,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,STI,CIBAO INTERNATIONAL,SANTIAGO DE LOS CABALLEROS,REPUBLICA DOMINICANA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,STL,ST. LOUIS,SAINT LOUIS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,28,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,STR,AEROPUERTO DE STUTTGART,STUTTGART,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
DAL,DELTA,3/1/2025,2025,3,SYD,KINGSFORD SMITH,SYDNEY,AUSTRALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,11,0,Internacional,Regular,Regular,marzo
