Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre2,Ciudad Origen,Pais Origen,Destino,Nombre3,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tráfico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
0EC,SAE,3/1/2025,2025,3,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,PUR,PUERTO ARICA,LETICIA,COLOMBIA,N,T,1,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARREÑO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,26,115,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,PUR,PUERTO ARICA,LETICIA,COLOMBIA,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,N,T,3,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,1,23,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PCE,CUMARIBO,PUERTO CARREÑO,COLOMBIA,N,T,12,251,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,BSC,BAHÍA SOLANO - JOSE C. MUTIS,BAHÍA SOLANO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,CAQ,CAUCASIA- JUAN H. WHITE,CAUCASIA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,10,350,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,2,90,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,BSC,BAHÍA SOLANO - JOSE C. MUTIS,BAHÍA SOLANO,COLOMBIA,N,T,2,40,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,CAQ,CAUCASIA- JUAN H. WHITE,CAUCASIA,COLOMBIA,N,T,10,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYÁN,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,UIB,QUIBDÓ - EL CARAÑO,QUIBDÓ,COLOMBIA,N,T,7,140,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,URR,URRAO,URRAO,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,PPN,GUILLERMO LEON VALENCIA,POPAYÁN,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,UIB,QUIBDÓ - EL CARAÑO,QUIBDÓ,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,7,95,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,URR,URRAO,URRAO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLÍN,COLOMBIA,N,T,2,80,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,ACR,ARARACUARA,SOLANO,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,CRU,CARURÚ,CARURÚ,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,CRU,CARURÚ,CARURÚ,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,15,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,1,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,SRO,SANTA ROSALÍA,SANTA ROSALÍA,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,VLA,AERODROMO DE VILLANUEVA CAPITAN RAF,VILLANUEVA - CASANARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,CRU,CARURÚ,CARURÚ,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,49,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,SRO,SANTA ROSALÍA,SANTA ROSALÍA,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,21,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,ACR,ARARACUARA,SOLANO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,CRU,CARURÚ,CARURÚ,COLOMBIA,N,T,16,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,41,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,TPI,TOMACHIPAN,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSALÍA,SANTA ROSALÍA,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSALÍA,SANTA ROSALÍA,COLOMBIA,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSALÍA,SANTA ROSALÍA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,TPI,TOMACHIPAN,SAN JOSÉ DEL GUAVIARE,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VLA,AERODROMO DE VILLANUEVA CAPITAN RAF,VILLANUEVA - CASANARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,A01,CAMPO ALEGRE,INÍRIDA,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,22,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,CRU,CARURÚ,CARURÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,3,8,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MBQ,BOCOA QUERARI,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MDR,PIEDRA ÑI,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,2,150,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MFR,MONFORT,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,11,544,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MIB,BELEN DE INAMBU,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MIT,WACARICUARA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,8,44,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MKA,KAMANAOS,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,3,105,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MPI,PIRACUARA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,275,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MPU,PACU,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSA,SAN ANTONIO,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSI,SANTA LUCIA - VAUPES,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSO,SONAÑA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,18,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSR,SANTA RITA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTC,PAPUNAGUA - PTO. SOLANO,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTI,TIQUIE,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,9,117,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTN,BUENOS AIRES - VAUPES,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,5,172,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTS,TERESITA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,1,100,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MUR,TAPURUCUARA,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,4,50,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVA,VILLA GLADYS,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,35,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,A01,CAMPO ALEGRE,INÍRIDA,COLOMBIA,N,T,1,463,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,CRU,CARURÚ,CARURÚ,COLOMBIA,N,T,3,5,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MBQ,BOCOA QUERARI,MITÚ,COLOMBIA,N,T,0,147,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MDR,PIEDRA ÑI,MITÚ,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MFR,MONFORT,MITÚ,COLOMBIA,N,T,8,1353,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MIB,BELEN DE INAMBU,MITÚ,COLOMBIA,N,T,1,120,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MIT,WACARICUARA,MITÚ,COLOMBIA,N,T,5,45,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MKA,KAMANAOS,MITÚ,COLOMBIA,N,T,2,170,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MPI,PIRACUARA,MITÚ,COLOMBIA,N,T,1,555,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MPU,PACU,MITÚ,COLOMBIA,N,T,3,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MSA,SAN ANTONIO,MITÚ,COLOMBIA,N,T,3,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MSI,SANTA LUCIA - VAUPES,MITÚ,COLOMBIA,N,T,2,72,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MSO,SONAÑA,MITÚ,COLOMBIA,N,T,2,27,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MSR,SANTA RITA,MITÚ,COLOMBIA,N,T,0,240,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MTC,PAPUNAGUA - PTO. SOLANO,MITÚ,COLOMBIA,N,T,3,25,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MTI,TIQUIE,MITÚ,COLOMBIA,N,T,17,1260,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MTN,BUENOS AIRES - VAUPES,MITÚ,COLOMBIA,N,T,3,970,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MTS,TERESITA,MITÚ,COLOMBIA,N,T,6,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MUR,TAPURUCUARA,MITÚ,COLOMBIA,N,T,6,1488,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MVA,VILLA GLADYS,MITÚ,COLOMBIA,N,T,0,300,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MYA,YAPU,MITÚ,COLOMBIA,N,T,5,1243,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,MYY,YAVARATE,MITÚ,COLOMBIA,N,T,2,40,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,PCA,PACOA,PACOA,COLOMBIA,N,T,3,233,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,4,222,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MITÚ,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,2,15,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MYA,YAPU,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,9,289,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MYY,YAVARATE,MITÚ,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,PCA,PACOA,PACOA,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,1,43,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,MTN,BUENOS AIRES - VAUPES,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,2,100,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MVP,MITU,MITÚ,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,7KR,SILVANA,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,IDA,BOGOTA - EL DORADO,INÍRIDA,COLOMBIA,N,T,39,7020,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,ACR,ARARACUARA,SOLANO,COLOMBIA,SJE,SAN JOSÉ DEL GUAVIARE- JORGE E GONZ,SAN JOSÉ DEL GUAVIARE,COLOMBIA,N,T,0,2050,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,IDA,BOGOTA - EL DORADO,INÍRIDA,COLOMBIA,N,T,40,5300,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,PCE,CUMARIBO,PUERTO CARREÑO,COLOMBIA,N,T,14,3990,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,35,14032,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,INÍRIDA,COLOMBIA,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,N,T,44,7650,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,INÍRIDA,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,77,5130,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,INÍRIDA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,65,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,LMC,LA MACARENA - META,LA MACARENA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,11,135,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,4,16670,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARREÑO,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,31,4900,Nacional,Aerotaxi,No Regular,marzo
